0 99995 5 0 0 0 0
1 99995 5 0 0 0 0
2 99995 5 0 0 0 0
3 99995 5 0 0 0 0
4 99995 5 0 0 0 0
5 99995 3 1 1 0 0
6 99995 3 1 1 0 0
7 99995 3 1 1 0 0
8 99995 3 1 1 0 0
9 99995 0 1 2 0 2
10 99995 0 1 2 0 2
11 99995 0 1 2 0 2
12 99995 0 1 2 0 2
13 99995 0 0 0 0 5
14 99995 0 0 0 0 5
15 99995 0 0 0 0 5
16 99994 1 0 0 0 5
17 99993 2 0 0 0 5
18 99992 3 0 0 0 5
19 99991 4 0 0 0 5
20 99990 5 0 0 0 5
21 99990 5 0 0 0 5
22 99990 4 0 1 0 5
23 99989 4 1 1 0 5
24 99989 3 1 2 0 5
25 99988 3 2 2 0 5
26 99988 2 3 1 0 6
27 99988 2 2 1 0 7
28 99988 2 2 0 0 8
29 99988 1 1 1 0 9
30 99988 1 0 1 0 10
31 99987 1 0 2 0 10
32 99987 1 0 2 0 10
33 99987 1 0 1 0 11
34 99987 1 0 1 0 11
35 99985 3 0 0 0 12
36 99985 3 0 0 0 12
37 99985 2 0 1 0 12
38 99984 3 0 1 0 12
39 99983 4 0 1 0 12
40 99981 6 0 1 0 12
41 99981 4 1 1 0 13
42 99981 4 1 1 0 13
43 99980 5 1 1 0 13
44 99979 5 2 1 0 13
45 99979 4 2 0 0 15
46 99979 2 3 1 0 15
47 99978 3 3 1 0 15
48 99978 3 2 1 0 16
49 99976 4 1 2 0 17
50 99976 3 1 1 0 19
51 99976 3 1 1 0 19
52 99975 4 1 1 0 19
53 99973 5 2 0 0 20
54 99973 5 1 0 0 21
55 99972 4 1 2 0 21
56 99971 5 1 2 0 21
57 99969 7 0 2 0 22
58 99969 6 0 3 0 22
59 99968 5 0 3 0 24
60 99966 7 0 3 0 24
61 99963 9 0 4 0 24
62 99962 9 1 3 0 25
63 99961 8 2 2 0 27
64 99961 8 2 2 0 27
65 99960 8 3 1 0 28
66 99958 8 4 1 0 29
67 99957 6 5 1 0 31
68 99955 7 5 2 0 31
69 99954 7 4 3 0 32
70 99954 7 2 3 0 34
71 99952 8 1 2 0 37
72 99951 7 2 2 0 38
73 99950 7 3 1 0 39
74 99949 6 5 1 0 39
75 99948 6 4 2 0 40
76 99947 7 3 1 0 42
77 99946 6 3 2 0 43
78 99944 7 2 2 0 45
79 99942 8 3 1 0 46
80 99938 11 3 2 0 46
81 99937 11 2 2 0 48
82 99935 12 2 2 0 49
83 99932 14 2 2 0 50
84 99932 12 4 1 0 51
85 99931 11 6 0 0 52
86 99930 8 7 2 0 53
87 99927 10 7 2 0 54
88 99925 10 6 3 0 56
89 99922 10 7 3 0 58
90 99920 12 5 1 0 62
91 99918 13 5 1 0 63
92 99916 14 4 1 0 65
93 99911 16 4 1 0 68
94 99909 16 5 2 0 68
95 99907 15 6 3 0 69
96 99907 13 6 4 0 70
97 99905 13 4 5 0 73
98 99902 14 5 4 0 75
99 99901 10 6 5 0 78
100 99900 9 8 3 0 80
101 99898 9 8 3 0 82
102 99897 10 6 3 0 84
103 99897 8 4 2 0 89
104 99896 6 5 2 0 91
105 99893 8 4 2 0 93
106 99893 7 5 2 0 93
107 99892 6 6 1 0 95
108 99887 10 4 1 0 98
109 99886 11 4 0 0 99
110 99884 12 3 1 0 100
111 99881 12 3 2 0 102
112 99880 13 2 2 0 103
113 99878 14 3 2 0 103
114 99873 14 7 2 0 104
115 99868 18 6 1 0 107
116 99863 21 8 1 0 107
117 99858 23 8 3 0 108
118 99852 28 5 2 0 113
119 99850 28 6 2 0 114
120 99846 27 7 4 0 116
121 99840 28 10 3 0 119
122 99838 25 12 5 0 120
123 99833 25 12 8 0 122
124 99829 23 12 9 0 127
125 99826 24 10 8 0 132
126 99826 20 9 8 0 137
127 99823 17 12 6 0 142
128 99821 17 11 3 0 148
129 99817 16 13 4 0 150
130 99813 16 12 5 0 154
131 99809 17 8 6 0 160
132 99805 21 6 6 0 162
133 99799 24 4 6 0 167
134 99789 32 3 5 0 171
135 99781 36 4 5 0 174
136 99770 43 7 6 0 174
137 99762 47 7 7 0 177
138 99754 51 10 6 0 179
139 99749 50 12 6 0 183
140 99741 48 16 8 0 187
141 99736 45 20 8 0 191
142 99727 43 23 12 0 195
143 99721 41 24 13 0 201
144 99714 40 22 13 0 211
145 99708 41 19 13 0 219
146 99701 40 15 14 0 230
147 99694 42 13 13 0 238
148 99683 44 11 16 0 246
149 99675 46 11 17 0 251
150 99672 42 12 15 0 259
151 99668 40 15 13 0 264
152 99662 39 15 11 0 273
153 99650 44 14 13 0 279
154 99639 44 18 13 0 286
155 99634 41 18 15 0 292
156 99619 53 16 13 0 299
157 99603 65 18 8 0 306
158 99593 69 16 5 0 317
159 99581 69 18 7 0 325
160 99570 69 22 11 0 328
161 99562 72 23 11 0 332
162 99544 75 25 18 0 338
163 99534 69 29 18 0 350
164 99520 73 27 19 0 361
165 99507 74 28 25 0 366
166 99484 86 27 22 0 381
167 99467 95 17 24 0 397
168 99452 92 26 23 0 407
169 99441 93 24 23 0 419
170 99429 91 28 22 0 430
171 99417 90 35 20 0 438
172 99406 78 38 22 0 456
173 99393 74 46 21 0 466
174 99381 71 42 26 0 480
175 99362 79 41 25 0 493
176 99340 89 34 21 0 516
177 99325 92 28 22 0 533
178 99300 106 30 16 0 548
179 99283 110 32 16 0 559
180 99267 114 29 19 0 571
181 99243 119 39 16 0 583
182 99226 114 43 23 0 594
183 99197 128 42 26 0 607
184 99166 134 52 29 0 619
185 99144 139 44 35 0 638
186 99120 147 42 31 0 660
187 99096 147 48 34 0 675
188 99059 167 43 31 0 700
189 99028 169 54 32 0 717
190 98998 168 67 34 0 733
191 98971 173 67 32 0 757
192 98953 167 69 37 0 774
193 98923 173 65 36 0 803
194 98892 167 64 43 0 834
195 98857 171 72 44 0 856
196 98831 167 79 43 0 880
197 98799 172 75 50 0 904
198 98762 191 64 42 0 941
199 98724 199 60 45 0 972
200 98699 193 60 46 0 1002
201 98676 181 71 43 0 1029
202 98659 172 76 46 0 1047
203 98634 165 76 48 0 1077
204 98608 154 80 50 0 1108
205 98587 137 79 54 0 1143
206 98562 137 78 54 0 1169
207 98531 145 72 51 0 1201
208 98506 153 60 43 0 1238
209 98480 154 52 38 0 1276
210 98465 143 53 38 0 1301
211 98438 149 53 36 0 1324
212 98419 143 59 38 0 1341
213 98402 129 68 35 0 1366
214 98376 130 68 34 0 1392
215 98355 125 73 34 0 1413
216 98332 133 65 32 0 1438
217 98305 133 57 36 0 1469
218 98283 136 52 35 0 1494
219 98258 144 42 36 0 1520
220 98242 134 48 41 0 1535
221 98216 139 46 37 0 1562
222 98202 130 46 41 0 1581
223 98187 118 56 41 0 1598
224 98171 112 50 43 0 1624
225 98155 103 52 45 0 1645
226 98145 97 52 38 0 1668
227 98128 88 47 42 0 1695
228 98112 90 45 36 0 1717
229 98100 87 38 33 0 1742
230 98091 80 37 34 0 1758
231 98082 73 32 29 0 1784
232 98072 73 30 27 0 1798
233 98065 63 29 30 0 1813
234 98055 57 29 30 0 1829
235 98042 58 27 28 0 1845
236 98027 64 28 26 0 1855
237 98018 64 27 19 0 1872
238 98008 64 21 19 0 1888
239 97991 74 19 16 0 1900
240 97975 80 18 18 0 1909
241 97965 77 23 17 0 1918
242 97956 71 27 18 0 1928
243 97941 77 28 19 0 1935
244 97931 77 26 21 0 1945
245 97920 71 28 23 0 1958
246 97912 63 28 24 0 1973
247 97903 62 29 24 0 1982
248 97895 61 32 20 0 1992
249 97887 54 27 23 0 2009
250 97880 51 25 19 0 2025
251 97874 46 24 21 0 2035
252 97870 42 23 21 0 2044
253 97868 35 21 17 0 2059
254 97861 34 21 15 0 2069
255 97858 29 24 9 0 2080
256 97854 26 24 8 0 2088
257 97849 25 24 5 0 2097
258 97842 28 21 4 0 2105
259 97840 28 14 5 0 2113
260 97834 27 12 7 0 2120
261 97826 32 9 7 0 2126
262 97819 35 7 9 0 2130
263 97815 34 9 10 0 2132
264 97808 34 10 9 0 2139
265 97804 36 9 9 0 2142
266 97797 37 10 10 0 2146
267 97792 34 13 10 0 2151
268 97790 29 13 10 0 2158
269 97787 28 15 10 0 2160
270 97784 24 17 9 0 2166
271 97777 27 14 8 0 2174
272 97774 23 14 8 0 2181
273 97767 25 14 9 0 2185
274 97763 27 10 8 0 2192
275 97756 31 8 9 0 2196
276 97752 32 5 8 0 2203
277 97747 30 7 8 0 2208
278 97746 28 8 8 0 2210
279 97742 25 10 10 0 2213
280 97737 26 10 11 0 2216
281 97734 22 9 12 0 2223
282 97729 23 9 13 0 2226
283 97725 22 9 11 0 2233
284 97724 22 9 8 0 2237
285 97717 25 8 6 0 2244
286 97716 21 11 4 0 2248
287 97714 20 9 4 0 2253
288 97712 17 8 9 0 2254
289 97708 17 9 8 0 2258
290 97707 17 5 8 0 2263
291 97704 13 10 7 0 2266
292 97703 13 10 3 0 2271
293 97701 13 6 5 0 2275
294 97701 11 7 5 0 2276
295 97694 14 3 6 0 2283
296 97694 13 4 5 0 2284
297 97693 11 5 5 0 2286
298 97691 12 5 4 0 2288
299 97690 11 5 2 0 2292
300 97687 14 4 2 0 2293
301 97684 10 9 1 0 2296
302 97682 12 8 1 0 2297
303 97681 12 7 1 0 2299
304 97678 13 9 1 0 2299
305 97676 14 4 0 0 2306
306 97674 13 7 0 0 2306
307 97674 10 7 2 0 2307
308 97672 10 6 3 0 2309
309 97668 13 6 3 0 2310
310 97668 10 4 5 0 2313
311 97668 8 4 4 0 2316
312 97666 8 4 4 0 2318
313 97664 10 3 4 0 2319
314 97662 10 4 2 0 2322
315 97661 7 6 2 0 2324
316 97660 8 5 1 0 2326
317 97658 10 5 1 0 2326
318 97656 10 4 2 0 2328
319 97653 11 3 1 0 2332
320 97653 9 4 2 0 2332
321 97652 9 5 2 0 2332
322 97648 12 5 1 0 2334
323 97644 14 5 1 0 2336
324 97644 12 6 0 0 2338
325 97644 9 7 1 0 2339
326 97642 11 6 1 0 2340
327 97641 11 5 1 0 2342
328 97641 7 4 4 0 2344
329 97640 4 4 5 0 2347
330 97639 5 4 5 0 2347
331 97639 5 3 5 0 2348
332 97638 4 3 3 0 2352
333 97638 3 2 1 0 2356
334 97637 4 2 1 0 2356
335 97637 3 3 1 0 2356
336 97636 3 3 0 0 2358
337 97636 3 2 0 0 2359
338 97636 2 3 0 0 2359
339 97635 3 2 0 0 2360
340 97635 2 1 1 0 2361
341 97635 2 1 1 0 2361
342 97633 3 0 2 0 2362
343 97630 6 0 2 0 2362
344 97628 8 0 1 0 2363
345 97626 9 0 2 0 2363
346 97626 9 0 1 0 2364
347 97626 9 0 1 0 2364
348 97626 7 1 2 0 2364
349 97626 4 2 3 0 2365
350 97626 2 4 3 0 2365
351 97625 1 6 3 0 2365
352 97625 1 5 2 0 2367
353 97625 1 4 0 0 2370
354 97624 2 2 0 0 2372
355 97624 2 0 0 0 2374
356 97624 2 0 0 0 2374
357 97622 3 1 0 0 2374
358 97622 3 1 0 0 2374
359 97621 4 1 0 0 2374
360 97621 3 2 0 0 2374
361 97621 3 1 0 0 2375
362 97619 5 1 0 0 2375
363 97619 3 3 0 0 2375
364 97619 3 2 0 0 2376
365 97618 3 2 1 0 2376
366 97618 3 2 1 0 2376
367 97618 3 0 1 0 2378
368 97618 1 1 2 0 2378
369 97618 1 1 1 0 2379
370 97618 1 1 1 0 2379
371 97617 1 1 2 0 2379
372 97616 2 0 1 0 2381
373 97615 3 0 1 0 2381
374 97615 3 0 1 0 2381
375 97614 4 0 0 0 2382
376 97613 5 0 0 0 2382
377 97613 4 1 0 0 2382
378 97612 4 1 1 0 2382
379 97611 4 2 1 0 2382
380 97611 4 2 1 0 2382
381 97611 3 2 1 0 2383
382 97610 3 2 1 0 2384
383 97610 3 1 1 0 2385
384 97609 3 2 1 0 2385
385 97609 2 2 1 0 2386
386 97609 2 2 0 0 2387
387 97608 3 2 0 0 2387
388 97608 2 2 0 0 2388
389 97608 2 1 0 0 2389
390 97608 1 2 0 0 2389
391 97607 2 2 0 0 2389
392 97607 2 1 0 0 2390
393 97605 3 2 0 0 2390
394 97605 3 1 0 0 2391
395 97605 3 1 0 0 2391
396 97605 3 1 0 0 2391
397 97604 3 1 0 0 2392
398 97601 6 1 0 0 2392
399 97599 6 1 2 0 2392
400 97599 6 1 2 0 2392
401 97598 7 0 2 0 2393
402 97598 7 0 2 0 2393
403 97598 6 0 1 0 2395
404 97596 5 2 2 0 2395
405 97596 3 4 2 0 2395
406 97596 3 4 2 0 2395
407 97595 3 5 1 0 2396
408 97594 4 3 0 0 2399
409 97593 5 1 0 0 2401
410 97593 3 3 0 0 2401
411 97593 3 2 0 0 2402
412 97592 4 2 0 0 2402
413 97592 3 3 0 0 2402
414 97590 4 2 0 0 2404
415 97588 5 2 1 0 2404
416 97587 6 2 1 0 2404
417 97587 6 1 1 0 2405
418 97586 6 1 1 0 2406
419 97586 6 1 0 0 2407
420 97586 4 3 0 0 2407
421 97586 2 4 1 0 2407
422 97584 3 3 2 0 2408
423 97582 5 3 2 0 2408
424 97582 4 2 2 0 2410
425 97581 5 1 1 0 2412
426 97580 6 1 0 0 2413
427 97580 6 1 0 0 2413
428 97580 4 0 2 0 2414
429 97580 2 2 2 0 2414
430 97577 5 2 2 0 2414
431 97576 5 3 2 0 2414
432 97575 5 4 0 0 2416
433 97573 7 2 0 0 2418
434 97572 8 2 0 0 2418
435 97570 10 1 0 0 2419
436 97566 11 0 3 0 2420
437 97566 10 1 3 0 2420
438 97565 10 1 4 0 2420
439 97564 9 3 4 0 2420
440 97562 10 3 2 0 2423
441 97559 11 3 3 0 2424
442 97558 8 5 4 0 2425
443 97558 8 3 4 0 2427
444 97557 8 4 3 0 2428
445 97557 7 4 2 0 2430
446 97553 9 3 1 0 2434
447 97551 8 4 3 0 2434
448 97549 9 4 3 0 2435
449 97548 10 3 3 0 2436
450 97547 10 3 2 0 2438
451 97545 12 2 0 0 2441
452 97544 9 3 2 0 2442
453 97543 8 3 4 0 2442
454 97538 11 3 5 0 2443
455 97536 12 4 5 0 2443
456 97533 14 3 3 0 2447
457 97532 13 3 3 0 2449
458 97531 13 3 2 0 2451
459 97528 15 2 3 0 2452
460 97526 12 4 5 0 2453
461 97525 11 6 3 0 2455
462 97523 10 7 4 0 2456
463 97521 11 7 4 0 2457
464 97520 11 5 2 0 2462
465 97517 11 6 2 0 2464
466 97513 13 6 1 0 2467
467 97509 16 6 1 0 2468
468 97507 16 6 2 0 2469
469 97503 18 3 4 0 2472
470 97502 18 1 5 0 2474
471 97495 22 1 7 0 2475
472 97493 20 2 8 0 2477
473 97492 17 2 10 0 2479
474 97487 20 3 10 0 2480
475 97486 17 4 10 0 2483
476 97484 18 3 8 0 2487
477 97480 15 5 9 0 2491
478 97479 14 6 8 0 2493
479 97478 14 5 6 0 2497
480 97476 11 5 10 0 2498
481 97475 11 4 5 0 2505
482 97472 12 4 5 0 2507
483 97469 11 6 6 0 2508
484 97467 12 6 2 0 2513
485 97465 13 6 2 0 2514
486 97459 17 5 3 0 2516
487 97453 22 3 2 0 2520
488 97448 24 5 2 0 2521
489 97445 24 6 3 0 2522
490 97438 29 6 3 0 2524
491 97432 33 7 3 0 2525
492 97429 30 9 4 0 2528
493 97423 30 12 4 0 2531
494 97418 30 14 5 0 2533
495 97415 30 14 6 0 2535
496 97408 30 14 7 0 2541
497 97403 29 14 7 0 2547
498 97397 32 13 6 0 2552
499 97392 31 14 8 0 2555
500 97390 28 12 8 0 2562
501 97388 27 7 10 0 2568
502 97385 23 12 9 0 2571
503 97378 25 13 7 0 2577
504 97376 21 15 6 0 2582
505 97374 18 16 7 0 2585
506 97367 23 9 9 0 2592
507 97365 23 7 8 0 2597
